Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Fur skin hammer
",length,flexible,robust,compact,curved,polished
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Gargoyle Series No. 1: The Gargoyle and His Quarry, Notre Dame
",length,elaborate,curved,polished,decorative,ornate
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Grampo de Barra de Aço Ou Sargento
",length,curved,flexible,narrow,powerful,complicated
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Grampo de Barra Ou Sargento
",length,curved,flexible,powerful,complicated,polished
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Hacksaw with Blade
",length,flexible,curved,complicated,rounded,sharp
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Hand Saw with Blade
",length,flexible,curved,complicated,efficient,powerful
"Which is longer, and thus has more [MASK], Metal tool with eye hole or hot glue gun
",length,flexible,efficient,compact,powerful,expensive
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Illumination Software Creator
",length,flexible,efficient,complex,complicated,specialized
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Independent Forest Monitoring
",length,flexible,efficient,compact,robust,powerful
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Inside and Outside Calipers
",length,flexible,curved,robust,powerful,rounded
"Which is longer, and thus has more [MASK], Metal tool with eye hole or key to amend wire
",length,flexible,efficient,complicated,powerful,robust
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Kit with Chopsticks and Knife- Souvenir Trade
",length,flexible,polished,expensive,elaborate,curved
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Knife for Chopstick and Knife Kit -Souvenir Trade
",length,flexible,expensive,compact,complicated,powerful
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Knife for Kit with Chopsticks and Knife- Souvenir Trade
",length,flexible,expensive,compact,convenient,complicated
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Knipex pliers wrenches
",length,flexible,complicated,efficient,curved,powerful
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Laser line level
",length,flexible,efficient,compact,robust,complicated
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Logistics Support System
",length,flexible,efficient,compact,robust,powerful
"Which is longer, and thus has more [MASK], Metal tool with eye hole or L-shaped metal tool
",length,flexible,compact,complicated,curved,complex
"Which is longer, and thus has more [MASK], Metal tool with eye hole or match making equipment
",length,efficient,flexible,expensive,specialized,complicated
"Which is longer, and thus has more [MASK], Metal tool with eye hole or matrix screen printing
",length,flexible,efficient,compact,complicated,expensive
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Mesa de Torno
",length,flexible,curved,efficient,compact,complicated
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Mesohabitat Simulation Model
",length,efficient,flexible,complex,complicated,specialized
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Noah's Ark: Ten Mezzotints by Avati
",length,elaborate,ornate,complicated,curved,powerful
"Which is longer, and thus has more [MASK], Metal tool with eye hole or open source hardware
",length,efficient,flexible,compact,powerful,robust
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Paint Box of Vizier Amenemope
",length,flexible,complex,complicated,powerful,curved
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Pair of Chopsticks
",length,flexible,curved,powerful,complicated,efficient
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Palette in the Form of a Fish
",length,flexible,curved,complicated,efficient,narrow
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Palette in the Form of a Turtle
",length,flexible,curved,complicated,efficient,compact
"Which is longer, and thus has more [MASK], Metal tool with eye hole or pan to extend hat
",length,flexible,curved,slender,narrow,powerful
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Peça Cilíndrica Rosqueada
",length,flexible,curved,narrow,rounded,complex
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Personal Composite Instrument
",length,flexible,robust,compact,efficient,curved
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Pin for Hat
",length,flexible,efficient,powerful,curved,compact
"Which is longer, and thus has more [MASK], Metal tool with eye hole or plug and feather
",length,flexible,efficient,robust,compact,powerful
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Pointed Bone Tool
",length,flexible,curved,rounded,compact,robust
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Press cake breakers
",length,flexible,efficient,complicated,powerful,compact
"Which is longer, and thus has more [MASK], Metal tool with eye hole or push button applicator
",length,flexible,compact,efficient,powerful,robust
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Rock Abrasion Tool
",length,flexible,efficient,compact,robust,powerful
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Roda de Polir
",length,flexible,curved,complicated,complex,powerful
"Which is longer, and thus has more [MASK], Metal tool with eye hole or roll smoke trouble
",length,flexible,efficient,compact,powerful,robust
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Rolo de Correia
",length,flexible,curved,narrow,rounded,complex
"Which is longer, and thus has more [MASK], Metal tool with eye hole or rotary printing press
",length,flexible,efficient,compact,robust,complicated
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Search and Rescue Transponder
",length,flexible,compact,efficient,powerful,robust
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Serra de Arco
",length,flexible,curved,powerful,rounded,complicated
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Set of Calligraphers' Tools
",length,flexible,curved,complicated,complex,polished
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Set of Engraver's Tools
",length,curved,complicated,polished,flexible,slender
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Small bag of tool ends of iron
",length,flexible,compact,efficient,narrow,complicated
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Soquete de Pedreiro
",length,narrow,curved,flexible,slender,complicated
"Which is longer, and thus has more [MASK], Metal tool with eye hole or stainless steel soap
",length,flexible,efficient,compact,polished,robust
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Straw Splitting Tool
",length,flexible,efficient,compact,complicated,curved
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Talus or Die
",length,flexible,curved,rounded,robust,powerful
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Tap and die
",length,flexible,efficient,complicated,compact,complex
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Taper insertion pin
",length,flexible,compact,efficient,robust,complicated
"Which is longer, and thus has more [MASK], Metal tool with eye hole or test pliers hull
",length,flexible,efficient,compact,robust,complicated
"Which is longer, and thus has more [MASK], Metal tool with eye hole or textile arts tool
",length,flexible,efficient,complicated,complex,specialized
"Which is longer, and thus has more [MASK], Metal tool with eye hole or The Wine Aroma Wheel
",length,flexible,efficient,compact,complex,robust
"Which is longer, and thus has more [MASK], Metal tool with eye hole or thread die holder
",length,flexible,efficient,compact,complicated,robust
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Thumb Rest of a Spear Thrower
",length,flexible,curved,powerful,complicated,robust
"Which is longer, and thus has more [MASK], Metal tool with eye hole or tick removal tool
",length,efficient,flexible,specialized,complicated,complex
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Tool Used to Illustrate Woodcutting
",length,flexible,efficient,compact,complicated,robust
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Tool Used to Illustrate Woodcutting:  Registration Frame
",length,flexible,efficient,complicated,powerful,robust
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Tools Used to Illustrate Woodcutting
",length,flexible,efficient,complicated,robust,compact
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Torno de Precisão
",length,flexible,curved,specialized,complex,rounded
"Which is longer, and thus has more [MASK], Metal tool with eye hole or triple-square screw drive
",length,flexible,compact,efficient,powerful,complicated
"Which is longer, and thus has more [MASK], Metal tool with eye hole or United Nations Guiding Principles on Business and Human Rights
",length,flexible,efficient,powerful,complicated,complex
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Weight in the Form of a Bull or Cow
",length,flexible,curved,rounded,efficient,powerful
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Weight in the Form of a Hippopotamus Head
",length,flexible,curved,specialized,robust,rounded
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Weight in the Form of a Lion
",length,flexible,curved,compact,efficient,powerful
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Wire rope hoist
",length,flexible,efficient,powerful,complicated,robust
"Which is longer, and thus has more [MASK], Metal tool with eye hole or Wooden Writing Tool
",length,flexible,curved,efficient,rounded,robust
"Which is longer, and thus has more [MASK], Noah's Ark: Ten Mezzotints by Avati or 90-45-45 set square
",length,variation,detail,symmetry,complexity,depth
"Which is longer, and thus has more [MASK], Noah's Ark: Ten Mezzotints by Avati or Apollo Lunar Surface Drill
",length,detail,elaborate,depth,variation,illustrations
"Which is longer, and thus has more [MASK], Noah's Ark: Ten Mezzotints by Avati or Arco de Pua com Catraca
",length,elaborate,detail,depth,illustrations,variation
