,Masked Sentence,Prediction
5092,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Knipex pliers wrenches
","flexibility, holes, torque, friction, twist"
5093,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Laser line level
","flexibility, difficulty, depth, curves, edges"
5094,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Logistics Support System
","flexibility, complexity, difficulty, depth, freedom"
5095,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or L-shaped metal tool
","flexibility, detail, dimensions, difficulty, depth"
5096,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or match making equipment
","flexibility, difficulty, complexity, power, depth"
5097,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or matrix screen printing
","flexibility, detail, difficulty, complexity, depth"
5098,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Mesa de Torno
","difficulty, depth, variation, flexibility, dimension"
5099,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Mesohabitat Simulation Model
","symmetry, flexibility, complexity, dimension, variation"
5100,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Metal tool with eye hole
","flexibility, depth, holes, difficulty, detail"
5101,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Noah's Ark: Ten Mezzotints by Avati
","difficulty, detail, variation, depth, complexity"
5102,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or open source hardware
","complexity, flexibility, functionality, difficulty, detail"
5103,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Paint Box of Vizier Amenemope
","difficulty, detail, dimensions, symmetry, depth"
5104,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Pair of Chopsticks
","difficulty, depth, flexibility, variation, width"
5105,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Palette in the Form of a Fish
","difficulty, flexibility, edges, symmetry, depth"
5106,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Palette in the Form of a Turtle
","difficulty, flexibility, edges, symmetry, depth"
5107,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or pan to extend hat
","flexibility, width, depth, space, freedom"
5108,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Peça Cilíndrica Rosqueada
","difficulty, depth, flexibility, branches, variation"
5109,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Personal Composite Instrument
","flexibility, depth, symmetry, dimension, layers"
5110,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Pin for Hat
","flexibility, difficulty, depth, edges, symmetry"
5111,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or plug and feather
","flexibility, friction, holes, depth, diameter"
5112,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Pointed Bone Tool
","flexibility, depth, difficulty, symmetry, branches"
5113,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Press cake breakers
","flexibility, difficulty, complexity, variation, consistency"
5114,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or push button applicator
","flexibility, difficulty, complexity, functionality, depth"
5115,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Rock Abrasion Tool
","flexibility, symmetry, dimension, depth, freedom"
5116,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Roda de Polir
","difficulty, depth, variation, branches, flexibility"
5117,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or roll smoke trouble
","difficulty, flexibility, smoke, power, effect"
5118,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Rolo de Correia
","difficulty, depth, variation, variety, branches"
5119,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or rotary printing press
","flexibility, detail, complexity, difficulty, dimensions"
5120,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Search and Rescue Transponder
","depth, flexibility, complexity, difficulty, power"
5121,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Serra de Arco
","difficulty, depth, variation, flexibility, branches"
5122,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Set of Calligraphers' Tools
","detail, symmetry, difficulty, flexibility, edges"
5123,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Set of Engraver's Tools
","detail, difficulty, decoration, dimensions, illustrations"
5124,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Small bag of tool ends of iron
","flexibility, holes, difficulty, weight, depth"
5125,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Soquete de Pedreiro
","difficulty, depth, branches, inhabitants, variation"
5126,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or stainless steel soap
","flexibility, hardness, depth, consistency, transparency"
5127,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Straw Splitting Tool
","flexibility, difficulty, depth, variation, edges"
5128,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Talus or Die
","flexibility, depth, branches, difficulty, width"
5129,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Tap and die
","flexibility, difficulty, holes, depth, complexity"
5130,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Taper insertion pin
","flexibility, depth, width, holes, edges"
5131,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or test pliers hull
","flexibility, complexity, difficulty, depth, stability"
5132,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or textile arts tool
","flexibility, complexity, difficulty, detail, depth"
5133,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or The Wine Aroma Wheel
","flexibility, difficulty, complexity, energy, depth"
5134,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or thread die holder
","flexibility, holes, freedom, edges, friction"
5135,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Thumb Rest of a Spear Thrower
","difficulty, depth, flexibility, variation, detail"
5136,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or tick removal tool
","flexibility, complexity, difficulty, depth, potential"
5137,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Tool Used to Illustrate Woodcutting
","difficulty, flexibility, depth, width, pronounced"
5138,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Tool Used to Illustrate Woodcutting:  Registration Frame
","difficulty, flexibility, detail, depth, than"
5139,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Tools Used to Illustrate Woodcutting
","difficulty, flexibility, depth, pronounced, width"
5140,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Torno de Precisão
","difficulty, depth, flexibility, variation, width"
5141,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or triple-square screw drive
","torque, flexibility, friction, power, traction"
5142,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or United Nations Guiding Principles on Business and Human Rights
","flexibility, complexity, relevance, difficulty, depth"
5143,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Weight in the Form of a Bull or Cow
","difficulty, flexibility, depth, than, variation"
5144,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Weight in the Form of a Hippopotamus Head
","flexibility, branches, teeth, difficulty, depth"
5145,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Weight in the Form of a Lion
","difficulty, flexibility, symmetry, dimension, edges"
5146,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Wire rope hoist
","flexibility, difficulty, traction, rope, width"
5147,"Which is longer, and thus has more [MASK], Flint in the Form of a Bird or Wooden Writing Tool
","flexibility, difficulty, depth, branches, symmetry"
5148,"Which is longer, and thus has more [MASK], Fly Casting Analyzer or 90-45-45 set square
","flexibility, symmetry, efficient, complicated, complexity"
5149,"Which is longer, and thus has more [MASK], Fly Casting Analyzer or Apollo Lunar Surface Drill
","efficient, flexibility, power, powerful, flexible"
5150,"Which is longer, and thus has more [MASK], Fly Casting Analyzer or Arco de Pua com Catraca
","power, flexibility, difficulty, complexity, curves"
5151,"Which is longer, and thus has more [MASK], Fly Casting Analyzer or Arco de Serra
","flexibility, power, complexity, efficient, powerful"
5152,"Which is longer, and thus has more [MASK], Fly Casting Analyzer or blind rivetting tool
","efficient, flexible, flexibility, powerful, complicated"
5153,"Which is longer, and thus has more [MASK], Fly Casting Analyzer or Bone Awl with Beaded Case
","flexibility, efficient, power, flexible, powerful"
5154,"Which is longer, and thus has more [MASK], Fly Casting Analyzer or bow saw blade
","flexibility, flexible, powerful, efficient, power"
5155,"Which is longer, and thus has more [MASK], Fly Casting Analyzer or Box of Architectural Instruments
","efficient, flexibility, powerful, flexible, power"
5156,"Which is longer, and thus has more [MASK], Fly Casting Analyzer or Brace and Bit
","flexibility, power, complexity, stability, advantages"
5157,"Which is longer, and thus has more [MASK], Fly Casting Analyzer or Broca de Púa
","flexibility, power, complexity, stability, energy"
5158,"Which is longer, and thus has more [MASK], Fly Casting Analyzer or Bronze cylindrical tool hande
","flexibility, flexible, efficient, complicated, powerful"
5159,"Which is longer, and thus has more [MASK], Fly Casting Analyzer or business management tools
","flexibility, efficient, functionality, powerful, sophisticated"
